title,production_budget,domestic_gross_x,worldwide_gross,studio,genre_ids,original_language,popularity,vote_average,vote_count,date,Year,Month
Udta Punjab,,,,,"[28, 80, 18]",hi,5.305,7.2,68.0,2016-06-17,2016.0,6.0
Cold War II,,,,,"[28, 80, 18]",cn,5.303,6.7,28.0,2016-09-08,2016.0,9.0
Beta Test,,,,,"[53, 28, 878]",en,5.291,4.9,59.0,2016-07-22,2016.0,7.0
Belgica,,,,,[18],nl,5.279,6.0,65.0,2016-01-21,2016.0,1.0
Sniper: Special Ops,,,,,"[28, 10752]",en,5.261,4.4,39.0,2016-04-03,2016.0,4.0
Eliminators,,,,,[28],en,5.254,5.8,67.0,2016-12-06,2016.0,12.0
The Mistletoe Promise,,,,,"[35, 10749, 10770]",en,5.252000000000002,6.3,27.0,2016-11-05,2016.0,11.0
The Black Room,,,,,[27],en,5.227,3.7,75.0,2017-04-28,2017.0,4.0
My Blind Brother,,,,,"[35, 18, 10749]",en,5.223,6.0,49.0,2016-09-19,2016.0,9.0
Interrogation,,,,,"[28, 53]",en,5.22,4.9,34.0,2016-09-20,2016.0,9.0
The Pass,,,,,"[18, 10749]",en,5.205,6.8,58.0,2016-10-20,2016.0,10.0
Dater's Handbook,,,,,"[35, 18, 10749, 10770]",en,5.149,5.9,14.0,2016-01-30,2016.0,1.0
Dear Eleanor,,,,,"[12, 35, 18]",en,5.134,6.0,38.0,2016-07-05,2016.0,7.0
The Eyes of My Mother,,,,,"[18, 27]",en,5.125,6.3,153.0,2016-12-02,2016.0,12.0
Barry,,,,,[18],en,5.122999999999998,5.5,88.0,2016-12-16,2016.0,12.0
The Perfect Weapon,,,,,"[878, 28]",en,5.121,3.8,33.0,2016-09-09,2016.0,9.0
Girl in the Box,,,,,[18],en,5.12,6.3,23.0,2016-09-10,2016.0,9.0
Estranged,,,,,"[27, 53]",en,5.078,5.2,35.0,2016-04-29,2016.0,4.0
The Cleanse,,,,,"[18, 35, 14]",en,5.075,5.6,26.0,2018-05-04,2018.0,5.0
The Legend of Barney Thomson,,,,,"[35, 18, 53]",en,5.072,6.1,73.0,2016-03-11,2016.0,3.0
Septembers of Shiraz,,,,,"[18, 53]",en,5.0680000000000005,5.7,43.0,2016-06-24,2016.0,6.0
Exit 14,,,,,[27],en,5.061,4.4,7.0,2016-04-05,2016.0,4.0
Serialized,,,,,"[80, 18, 53]",en,5.052,6.0,30.0,2016-11-12,2016.0,11.0
They're Watching,,,,,"[53, 35, 27]",en,5.047,5.6,68.0,2016-03-25,2016.0,3.0
Junction 48,,,,,"[18, 28, 80]",en,5.034,6.1,7.0,2016-04-15,2016.0,4.0
Love in the Vineyard,,,,,"[18, 10770, 10749]",en,5.033,5.3,7.0,2016-02-12,2016.0,2.0
Jim Jefferies: Freedumb,,,,,[35],en,5.02,7.7,54.0,2016-07-01,2016.0,7.0
Always Shine,,,,,[53],en,5.011,5.6,57.0,2016-11-25,2016.0,11.0
The Tiger: An Old Hunter's Tale,,,,,"[28, 36, 53, 14]",ko,4.999,7.5,38.0,2016-01-08,2016.0,1.0
Ordinary World,,,,,"[35, 18]",en,4.999,6.2,46.0,2016-10-14,2016.0,10.0
Broken Vows,,,,,[53],en,4.939,5.0,52.0,2016-03-21,2016.0,3.0
The Convenient Groom,,,,,"[10770, 10749]",en,4.879,6.1,11.0,2016-06-18,2016.0,6.0
Bad Sister,,,,,[53],en,4.8660000000000005,4.4,10.0,2016-01-03,2016.0,1.0
The Possession Experiment,,,,,"[53, 27]",en,4.85,4.0,27.0,2016-10-14,2016.0,10.0
7 Años,,,,,[18],es,4.838,6.4,89.0,2016-10-28,2016.0,10.0
Abacus: Small Enough to Jail,,,,,[99],en,4.833,7.3,39.0,2017-05-19,2017.0,5.0
How to Plan an Orgy in a Small Town,,,,,[35],en,4.82,4.9,57.0,2016-05-13,2016.0,5.0
Donald Trump's The Art of the Deal: The Movie,,,,,[35],en,4.799,5.4,49.0,2016-02-10,2016.0,2.0
Pocket Listing,,,,,"[28, 35, 80]",en,4.735,7.8,12.0,2016-12-01,2016.0,12.0
American Fable,,,,,"[18, 53]",en,4.735,6.3,50.0,2017-02-17,2017.0,2.0
Flower Shop Mystery: Mum's the Word,,,,,"[9648, 10751, 10770]",en,4.723,6.8,14.0,2016-01-17,2016.0,1.0
The Ticket,,,,,[18],en,4.723,5.8,39.0,2017-04-07,2017.0,4.0
The Standoff,,,,,[35],en,4.703,5.3,37.0,2016-09-20,2016.0,9.0
Model for Murder: The Centerfold Killer,,,,,"[27, 53, 9648]",en,4.6789999999999985,5.5,2.0,2016-06-21,2016.0,6.0
Welcome to Willits,,,,,[27],en,4.669,4.3,23.0,2016-11-11,2016.0,11.0
Fender Bender,,,,,"[27, 53]",en,4.667,5.2,48.0,2016-05-23,2016.0,5.0
The Dark Tapes,,,,,"[27, 878, 53]",en,4.654,4.5,41.0,2017-04-17,2017.0,4.0
The Phenom,,,,,[18],en,4.63,5.5,36.0,2016-06-24,2016.0,6.0
My Father Die,,,,,"[28, 18]",en,4.584,6.5,19.0,2016-03-12,2016.0,3.0
Accidentally Engaged,,,,,"[35, 10749, 10770]",en,4.573,6.1,46.0,2016-10-30,2016.0,10.0
Nightmare Nurse,,,,,"[80, 53]",en,4.573,6.0,13.0,2016-02-27,2016.0,2.0
Isle of the Dead,,,,,[27],en,4.56,4.6,16.0,2016-12-02,2016.0,12.0
Boys in the Trees,,,,,"[18, 27, 53]",en,4.546,6.2,55.0,2016-09-09,2016.0,9.0
Unleashing Mr. Darcy,,,,,"[10749, 10770, 35]",en,4.543,5.2,48.0,2016-01-23,2016.0,1.0
Battle For SkyArk,,,,,"[10751, 878, 28, 12]",en,4.54,3.8,40.0,2016-01-05,2016.0,1.0
Barbie & Her Sisters in a Puppy Chase,,,,,"[10751, 16]",en,4.506,6.3,38.0,2016-10-04,2016.0,10.0
Monster High: Welcome to Monster High,,,,,"[16, 10751]",en,4.505,5.9,34.0,2016-08-27,2016.0,8.0
Inner Workings,,,,,"[16, 35]",en,4.499,8.0,80.0,2016-11-23,2016.0,11.0
Attack of the Killer Donuts,,,,,"[35, 27]",en,4.438,3.8,38.0,2016-07-17,2016.0,7.0
The Outback,,,,,"[16, 12, 10751]",en,4.433,5.2,19.0,2016-01-30,2016.0,1.0
Banking on Bitcoin,,,,,"[99, 36]",en,4.43,6.6,57.0,2016-12-30,2016.0,12.0
Dean,,,,,"[10749, 35]",en,4.392,6.5,22.0,2016-04-16,2016.0,4.0
The Four 3,,,,,"[28, 80]",zh,4.375,4.2,16.0,2016-01-06,2016.0,1.0
The Truth Beneath,,,,,"[53, 18]",ko,4.347,7.2,18.0,2016-09-23,2016.0,9.0
A Date with Miss Fortune,,,,,"[10749, 35]",en,4.342,5.3,22.0,2016-01-29,2016.0,1.0
Parched,,,,,[18],hi,4.312,7.9,37.0,2016-06-17,2016.0,6.0
Valentine Ever After,,,,,"[10749, 10770]",en,4.308,6.2,20.0,2016-02-13,2016.0,2.0
Savva. Heart of the Warrior,,,,,"[14, 12, 16]",ru,4.308,5.1,16.0,2016-03-28,2016.0,3.0
Christmas in Homestead,,,,,"[10749, 10770]",en,4.293,5.7,39.0,2016-11-24,2016.0,11.0
Countdown,,,,,"[53, 28, 80, 9648]",en,4.243,5.1,40.0,2016-04-05,2016.0,4.0
Center Stage: On Pointe,,,,,"[10402, 10770, 18]",en,4.231,6.7,38.0,2016-06-25,2016.0,6.0
Anne of Green Gables,,,,,"[18, 10751, 10770]",en,4.221,6.8,37.0,2016-11-24,2016.0,11.0
Jimmy Vestvood: Amerikan Hero,,,,,[35],en,4.213,5.4,22.0,2016-03-13,2016.0,3.0
Wolf Mother,,,,,"[80, 53]",en,4.194,4.9,8.0,2016-06-02,2016.0,6.0
Besetment,,,,,"[53, 27]",en,4.163,3.9,12.0,2016-10-01,2016.0,10.0
LEGO Jurassic World: The Indominus Escape,,,,,"[16, 35, 10751]",en,4.145,5.8,35.0,2016-10-03,2016.0,10.0
The Untamed,,,,,"[878, 18, 53, 27]",es,4.114,6.1,61.0,2016-11-14,2016.0,11.0
Esteros,,,,,"[18, 10749]",es,4.088,7.1,48.0,2016-07-12,2016.0,7.0
Antboy 3,,,,,"[28, 12, 10751]",da,4.082,6.0,22.0,2016-02-11,2016.0,2.0
Sand Storm,,,,,[18],ar,4.08,5.9,47.0,2016-01-25,2016.0,1.0
The Land Before Time XIV: Journey of the Brave,,,,,"[12, 16, 10751]",en,4.046,6.4,36.0,2016-02-02,2016.0,2.0
Loev,,,,,"[18, 10749]",hi,4.043,5.2,61.0,2016-03-12,2016.0,3.0
The Dresser,,,,,[18],en,4.032,6.5,33.0,2016-05-30,2016.0,5.0
End of a Gun,,,,,"[28, 80, 53]",en,4.018,4.6,33.0,2016-09-23,2016.0,9.0
All Things Valentine,,,,,"[10770, 10749, 35]",en,3.998,6.5,23.0,2016-01-31,2016.0,1.0
Knucklebones,,,,,"[27, 53]",en,3.994,4.4,22.0,2016-08-27,2016.0,8.0
Love Everlasting,,,,,[18],en,3.987,6.9,74.0,2016-11-14,2016.0,11.0
Worry Dolls,,,,,"[27, 53]",en,3.975,4.1,32.0,2016-09-16,2016.0,9.0
Virtual Revolution,,,,,[878],en,3.961,5.4,16.0,2016-06-04,2016.0,6.0
Black Widows,,,,,[35],en,3.947,4.2,7.0,2016-08-05,2016.0,8.0
Monster High: Great Scarrier Reef,,,,,"[10751, 16]",en,3.893,6.9,24.0,2016-02-12,2016.0,2.0
Love on a Limb,,,,,"[10770, 10749]",en,3.886,6.3,15.0,2016-10-01,2016.0,10.0
Morris from America,,,,,"[18, 10749]",en,3.869,6.0,57.0,2016-08-19,2016.0,8.0
2 Lava 2 Lantula!,,,,,"[27, 878, 53]",en,3.848,4.9,27.0,2016-08-06,2016.0,8.0
River,,,,,[53],en,3.846,6.1,30.0,2016-04-02,2016.0,4.0
Flower Shop Mystery: Dearly Depotted,,,,,"[10770, 9648]",en,3.837,5.7,10.0,2016-06-26,2016.0,6.0
Holiday Joy,,,,,"[10770, 35]",en,3.83,5.8,29.0,2016-12-08,2016.0,12.0
Lost in the Pacific,,,,,"[12, 878, 53]",en,3.816,5.0,14.0,2016-12-01,2016.0,12.0
Batman Unlimited: Mechs vs. Mutants,,,,,[16],en,3.802,5.6,29.0,2016-08-30,2016.0,8.0
The Barn,,,,,[27],en,3.784,4.8,19.0,2016-10-31,2016.0,10.0
Betting on Zero,,,,,[99],en,3.774,7.3,48.0,2017-03-17,2017.0,3.0
ABCs of Death 2.5,,,,,[27],en,3.77,4.1,19.0,2016-08-02,2016.0,8.0
My Little Pony: Equestria Girls - Legend of Everfree,,,,,"[12, 16, 10402, 14, 35]",en,3.765,6.3,15.0,2016-10-01,2016.0,10.0
Better Off Single,,,,,[35],en,3.763,4.9,18.0,2016-10-07,2016.0,10.0
Range 15,,,,,"[27, 35]",en,3.76,4.6,33.0,2016-06-15,2016.0,6.0
Sand Castles,,,,,"[53, 80, 18]",en,3.735,4.5,6.0,2016-02-16,2016.0,2.0
Despite the Falling Snow,,,,,"[18, 10749, 53]",en,3.73,5.5,27.0,2016-03-31,2016.0,3.0
Ghosthunters,,,,,[27],en,3.69,4.5,26.0,2016-07-05,2016.0,7.0
I Am Bolt,,,,,[99],en,3.681,7.0,47.0,2016-11-28,2016.0,11.0
Middle Man,,,,,"[18, 35, 80, 53]",en,3.669,6.2,11.0,2017-06-09,2017.0,6.0
Team Foxcatcher,,,,,[99],en,3.647,7.3,58.0,2016-04-18,2016.0,4.0
Dou kyu sei – Classmates,,,,,"[10749, 16]",ja,3.641,7.9,52.0,2016-05-06,2016.0,5.0
Deadly Pickup,,,,,[53],en,3.638,5.7,6.0,2016-07-26,2016.0,7.0
Drone Wars,,,,,"[28, 878, 53]",en,3.616,3.1,13.0,2016-03-30,2016.0,3.0
Bleed,,,,,"[27, 53]",en,3.587,4.4,31.0,2016-03-25,2016.0,3.0
Cold Moon,,,,,"[80, 18, 27, 9648, 53]",en,3.58,5.0,27.0,2016-10-27,2016.0,10.0
Who Gets the Dog?,,,,,"[35, 10749]",en,3.547,5.2,42.0,2016-09-13,2016.0,9.0
Appetite for Love,,,,,"[18, 10749, 10770]",en,3.52,5.9,29.0,2016-02-06,2016.0,2.0
A Beginner's Guide to Snuff,,,,,"[35, 27]",en,3.499,4.7,8.0,2016-03-04,2016.0,3.0
Secrets of the Force Awakens: A Cinematic Journey,,,,,[99],en,3.4930000000000003,7.5,25.0,2016-03-14,2016.0,3.0
Tanna,,,,,"[10749, 18]",en,3.4930000000000003,7.2,47.0,2016-05-04,2016.0,5.0
The Final Master,,,,,"[18, 28]",zh,3.479,6.9,34.0,2016-06-03,2016.0,6.0
Iliza Shlesinger: Confirmed Kills,,,,,[35],en,3.469,6.4,33.0,2016-09-23,2016.0,9.0
Anything for Love,,,,,"[10749, 10770]",en,3.469,5.3,27.0,2016-02-14,2016.0,2.0
All We Had,,,,,[18],en,3.46,5.6,26.0,2016-12-09,2016.0,12.0
Ice Sharks,,,,,"[10770, 12, 28, 878, 27]",en,3.444,4.4,31.0,2016-07-26,2016.0,7.0
Baked in Brooklyn,,,,,"[35, 80, 18, 10749]",en,3.439,5.6,42.0,2016-10-14,2016.0,10.0
Zoom,,,,,"[16, 35, 18]",en,3.434,5.5,43.0,2016-09-02,2016.0,9.0
Tom & Jerry: Back to Oz,,,,,"[16, 10751]",en,3.412,5.8,19.0,2016-06-21,2016.0,6.0
Johnny Frank Garrett's Last Word,,,,,[27],en,3.405,4.5,21.0,2016-03-13,2016.0,3.0
Code 8,,,,,"[878, 28]",en,3.399,6.8,36.0,2016-03-22,2016.0,3.0
Blackburn,,,,,[27],en,3.3960000000000004,4.1,15.0,2016-08-02,2016.0,8.0
"Three Bedrooms, One Corpse: An Aurora Teagarden Mystery",,,,,"[10770, 9648, 80, 18]",en,3.389,6.0,25.0,2016-06-12,2016.0,6.0
Michael Jackson's Journey from Motown to Off the Wall,,,,,"[10402, 99]",en,3.388,7.3,44.0,2016-02-06,2016.0,2.0
Priceless,,,,,"[18, 10749]",en,3.35,6.3,62.0,2016-10-14,2016.0,10.0
Peelers,,,,,[27],en,3.333,5.3,31.0,2016-04-09,2016.0,4.0
Mr. Pig,,,,,[18],es,3.315,6.4,19.0,2016-01-26,2016.0,1.0
Armstrong,,,,,[28],en,3.304,5.0,5.0,2016-10-03,2016.0,10.0
Sundown,,,,,"[10749, 35]",en,3.303,5.9,55.0,2016-05-16,2016.0,5.0
"Murder, She Baked: A Deadly Recipe",,,,,[9648],en,3.297,7.1,21.0,2016-06-19,2016.0,6.0
Punching Henry,,,,,[35],en,3.294,6.1,20.0,2017-02-24,2017.0,2.0
Contemporary Color,,,,,[99],en,3.289,8.0,3.0,2016-04-14,2016.0,4.0
Advance & Retreat,,,,,[10749],en,3.284,5.7,10.0,2016-11-14,2016.0,11.0
Soul Mate,,,,,"[10749, 18]",zh,3.283,6.8,13.0,2016-09-23,2016.0,9.0
Lea to the Rescue,,,,,"[10751, 12]",en,3.28,5.2,9.0,2016-05-30,2016.0,5.0
Michael Che Matters,,,,,[35],en,3.279,7.2,32.0,2016-11-25,2016.0,11.0
Flower Shop Mystery: Snipped in the Bud,,,,,"[10770, 9648]",en,3.2510000000000003,6.7,10.0,2016-04-24,2016.0,4.0
Ms. Matched,,,,,"[35, 10749, 10770]",en,3.229,5.7,26.0,2016-06-04,2016.0,6.0
Annabelle Hooper and the Ghosts of Nantucket,,,,,"[10770, 9648, 10751]",en,3.224,5.8,24.0,2016-08-09,2016.0,8.0
Cameraperson,,,,,[99],en,3.2230000000000003,7.4,27.0,2016-09-09,2016.0,9.0
Ghost Team,,,,,"[35, 27]",en,3.212,4.6,31.0,2016-07-21,2016.0,7.0
Beacon Point,,,,,[53],en,3.207,5.4,8.0,2016-06-10,2016.0,6.0
Extremis,,,,,[99],en,3.2060000000000004,7.2,43.0,2016-04-17,2016.0,4.0
Alpha and Omega: Dino Digs,,,,,[16],en,3.205,4.6,10.0,2016-05-10,2016.0,5.0
Summer Villa,,,,,"[10749, 35]",en,3.2,6.7,42.0,2016-07-23,2016.0,7.0
Married by Christmas,,,,,"[35, 10770, 10749]",en,3.1710000000000003,5.9,15.0,2016-11-06,2016.0,11.0
Halloweed,,,,,"[27, 35]",en,3.1630000000000003,4.1,15.0,2016-10-18,2016.0,10.0
Re: Born,,,,,"[28, 80]",ja,3.161,5.8,24.0,2016-09-24,2016.0,9.0
Terror 5,,,,,[27],es,3.159,3.7,10.0,2016-11-06,2016.0,11.0
Trash Fire,,,,,"[35, 27, 10749]",en,3.153,6.2,42.0,2016-11-03,2016.0,11.0
Autumn Lights,,,,,"[9648, 18]",en,3.1210000000000004,6.4,8.0,2016-10-21,2016.0,10.0
Opening Night,,,,,"[35, 10402]",en,3.115,6.1,41.0,2016-06-03,2016.0,6.0
Emma's Chance,,,,,"[18, 10751]",en,3.1060000000000003,5.9,44.0,2016-07-05,2016.0,7.0
Razors: The Return of Jack the Ripper,,,,,"[27, 14]",en,3.0810000000000004,4.2,6.0,2016-10-18,2016.0,10.0
Wait Till Helen Comes,,,,,"[53, 10770, 14, 27, 10751]",en,3.077,3.8,11.0,2016-11-12,2016.0,11.0
Marvel's Captain America: 75 Heroic Years,,,,,[99],en,3.0660000000000003,7.3,14.0,2016-01-19,2016.0,1.0
Boost,,,,,"[28, 18, 80]",en,3.059,4.6,9.0,2016-04-05,2016.0,4.0
Michael Moore in TrumpLand,,,,,[99],en,3.056,6.2,52.0,2016-10-18,2016.0,10.0
Wicked Deeds,,,,,"[9648, 53]",en,3.054,7.3,3.0,2016-02-01,2016.0,2.0
"Mother, May I Sleep with Danger?",,,,,"[53, 10770]",en,3.051,5.3,22.0,2016-06-18,2016.0,6.0
The Other Half,,,,,"[18, 10749]",en,3.037,6.7,10.0,2017-03-10,2017.0,3.0
I'll Be Home for Christmas,,,,,"[10770, 10751, 18]",en,3.031,6.6,48.0,2016-11-27,2016.0,11.0
A Perfect Christmas,,,,,[],en,3.014,6.1,19.0,2016-07-16,2016.0,7.0
Mercury Plains,,,,,"[28, 12, 18]",en,3.005,4.7,30.0,2016-01-05,2016.0,1.0
Dead Body,,,,,[27],en,2.997,5.4,14.0,2017-10-17,2017.0,10.0
Death Al Dente: A Gourmet Detective Mystery,,,,,"[18, 10770, 9648, 80]",en,2.985,5.7,11.0,2016-10-09,2016.0,10.0
My Christmas Dream,,,,,"[10749, 10770]",en,2.9810000000000003,5.5,33.0,2016-11-19,2016.0,11.0
Detective Chinatown,,,,,"[35, 9648, 28]",zh,2.972,6.5,22.0,2016-01-15,2016.0,1.0
Christmas Cookies,,,,,"[10770, 10749, 18]",en,2.96,6.1,33.0,2016-11-13,2016.0,11.0
We Can't Live Without Cosmos,,,,,"[16, 18]",ru,2.95,6.5,26.0,2016-02-23,2016.0,2.0
Pumpkin Pie Wars,,,,,"[10770, 10749]",en,2.95,6.1,18.0,2016-10-15,2016.0,10.0
Independents' Day,,,,,"[28, 878]",en,2.93,3.6,36.0,2016-06-07,2016.0,6.0
The Tiger Hunter,,,,,"[35, 18]",en,2.923,6.7,10.0,2017-09-22,2017.0,9.0
Little Sister,,,,,[35],en,2.923,6.4,61.0,2016-10-14,2016.0,10.0
The Emeryville Experiments,,,,,"[27, 53]",en,2.922,3.8,14.0,2016-08-06,2016.0,8.0
Tom Segura: Mostly Stories,,,,,[35],en,2.92,7.5,26.0,2016-01-08,2016.0,1.0
Brother Nature,,,,,[35],en,2.92,5.1,24.0,2016-09-09,2016.0,9.0
Road Games,,,,,"[27, 53]",en,2.915,5.6,35.0,2016-03-04,2016.0,3.0
Scrat: Spaced Out,,,,,"[10751, 878, 35, 16]",en,2.912,6.5,24.0,2016-10-11,2016.0,10.0
The Horde,,,,,"[28, 27]",en,2.91,4.9,26.0,2016-05-06,2016.0,5.0
A Sunday Horse,,,,,"[18, 10751]",en,2.9,6.5,31.0,2016-02-15,2016.0,2.0
We've Forgotten More Than We Ever Knew,,,,,"[18, 878]",en,2.899,6.0,8.0,2016-08-28,2016.0,8.0
Crossfire,,,,,"[18, 53, 10770]",en,2.897,5.0,14.0,2016-01-31,2016.0,1.0
Weaponized,,,,,"[53, 28, 878]",en,2.8960000000000004,3.6,21.0,2016-03-01,2016.0,3.0
Diagnosis Delicious,,,,,"[10770, 10749, 35]",en,2.893,6.9,10.0,2016-09-10,2016.0,9.0
Aimy in a Cage,,,,,"[18, 14, 878]",en,2.885,4.8,10.0,2016-01-08,2016.0,1.0
Cyborg X,,,,,"[28, 27, 878]",en,2.883,4.7,23.0,2016-05-17,2016.0,5.0
"Hailey Dean Mystery: Murder, With Love",,,,,"[10770, 9648]",en,2.8760000000000003,7.1,10.0,2016-10-23,2016.0,10.0
X-Rated 2: The Greatest Adult Stars of All-Time,,,,,[99],en,2.86,4.5,15.0,2016-10-28,2016.0,10.0
The Matchbreaker,,,,,"[10749, 35]",en,2.8560000000000003,6.2,33.0,2016-10-07,2016.0,10.0
"Murder, She Baked: A Peach Cobbler Mystery",,,,,[9648],en,2.846,7.8,22.0,2016-01-10,2016.0,1.0
American Conjuring,,,,,[27],en,2.845,3.4,17.0,2016-09-06,2016.0,9.0
Hannibal Buress: Comedy Camisado,,,,,[35],en,2.838,6.5,30.0,2016-02-05,2016.0,2.0
A Nutcracker Christmas,,,,,"[18, 10751, 10770, 10749]",en,2.8360000000000003,6.1,21.0,2016-12-10,2016.0,12.0
The Heyday of the Insensitive Bastards,,,,,"[18, 35]",en,2.821,5.7,15.0,2016-07-16,2016.0,7.0
LEGO Friends: Girlz 4 Life,,,,,"[10751, 16]",en,2.815,7.8,12.0,2016-02-02,2016.0,2.0
Christmas List,,,,,"[35, 10749, 10770]",en,2.814,5.9,29.0,2016-11-25,2016.0,11.0
Line Walker,,,,,"[28, 80, 18]",cn,2.814,5.9,18.0,2016-08-19,2016.0,8.0
Stop the Wedding,,,,,"[18, 10749, 10770]",en,2.801,6.3,14.0,2016-06-11,2016.0,6.0
Another WolfCop,,,,,"[35, 27]",en,2.798,5.8,19.0,2016-09-25,2016.0,9.0
Date with Love,,,,,"[35, 10770, 10749]",en,2.7910000000000004,6.1,41.0,2016-05-21,2016.0,5.0
The American Side,,,,,"[9648, 18, 53]",en,2.79,4.9,24.0,2016-04-14,2016.0,4.0
Love by Chance,,,,,"[10749, 10770]",en,2.784,6.0,45.0,2016-04-16,2016.0,4.0
Rocky Handsome,,,,,"[28, 53]",hi,2.783,5.9,35.0,2016-03-25,2016.0,3.0
Looks Like Christmas,,,,,"[35, 10749, 10770]",en,2.78,5.0,14.0,2016-12-04,2016.0,12.0
Wildflower,,,,,"[53, 18]",en,2.77,5.1,17.0,2016-02-05,2016.0,2.0
DC's Legends of Tomorrow: Their Time Is Now,,,,,"[14, 18, 28, 12, 878]",en,2.767,6.7,23.0,2016-01-21,2016.0,1.0
Chronically Metropolitan,,,,,"[18, 35]",en,2.761,5.6,21.0,2017-08-04,2017.0,8.0
Patton Oswalt: Talking for Clapping,,,,,[35],en,2.754,6.8,30.0,2016-04-22,2016.0,4.0
My Summer Prince,,,,,"[10770, 35, 10751, 10749]",en,2.754,6.1,18.0,2016-08-06,2016.0,8.0
Threshold,,,,,"[18, 27, 878]",en,2.744,8.0,1.0,2016-07-03,2016.0,7.0
Maheshinte Prathikaaram,,,,,"[35, 18]",ml,2.72,7.7,20.0,2016-02-12,2016.0,2.0
Don't Fuck in the Woods,,,,,"[35, 27]",en,2.72,2.9,26.0,2016-10-25,2016.0,10.0
Ozark Sharks,,,,,"[28, 27, 878, 53, 10770]",en,2.715,3.9,26.0,2016-07-28,2016.0,7.0
Sharkansas Women's Prison Massacre,,,,,"[10770, 878, 28, 27]",en,2.714,5.1,19.0,2016-05-03,2016.0,5.0
The Submarine Kid,,,,,[18],en,2.712,5.8,25.0,2016-01-12,2016.0,1.0
Garage Sale Mystery: The Novel Murders,,,,,"[10770, 9648]",en,2.709,6.5,20.0,2016-06-05,2016.0,6.0
Shangri-La Suite,,,,,"[80, 18, 10749]",en,2.705,5.5,21.0,2016-10-28,2016.0,10.0
Cardboard Boxer,,,,,[18],en,2.704,6.6,26.0,2016-09-16,2016.0,9.0
Sustainable,,,,,[99],en,2.7030000000000003,7.0,13.0,2016-05-22,2016.0,5.0
Shovel Buddies,,,,,[18],en,2.696,6.2,19.0,2016-10-11,2016.0,10.0
A.R.C.H.I.E.,,,,,[10751],en,2.694,5.4,17.0,2016-04-19,2016.0,4.0
Claire in Motion,,,,,[18],en,2.69,4.9,9.0,2017-01-13,2017.0,1.0
The Secrets of Emily Blair,,,,,"[53, 27]",en,2.689,4.3,25.0,2016-10-01,2016.0,10.0
Child of Satan,,,,,"[28, 18, 27, 9648, 53]",en,2.6830000000000003,1.7,11.0,2018-03-06,2018.0,3.0
Garage Sale Mystery: Guilty Until Proven Innocent,,,,,"[18, 9648, 10770]",en,2.68,6.2,22.0,2016-01-03,2016.0,1.0
Diverge,,,,,"[53, 18, 878]",en,2.68,4.9,7.0,2016-06-09,2016.0,6.0
The Charnel House,,,,,"[53, 27]",en,2.675,4.6,18.0,2016-11-04,2016.0,11.0
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,,,,,[35],en,2.674,7.5,34.0,2016-12-20,2016.0,12.0
A Chinese Odyssey: Part Three,,,,,"[12, 35, 10751, 14]",zh,2.67,8.5,3.0,2016-08-01,2016.0,8.0
Mostly Ghostly 3: One Night in Doom House,,,,,"[10751, 14, 27]",en,2.66,4.8,18.0,2016-09-06,2016.0,9.0
All Girls Weekend,,,,,[27],en,2.658,3.4,27.0,2016-07-12,2016.0,7.0
Earthtastrophe,,,,,"[28, 878, 53]",en,2.654,4.1,20.0,2016-03-05,2016.0,3.0
Yarn,,,,,"[16, 99]",en,2.652,7.0,3.0,2016-03-12,2016.0,3.0
Abducted Love,,,,,"[28, 53, 10770]",en,2.651,4.7,3.0,2016-10-01,2016.0,10.0
God Knows Where I Am,,,,,"[9648, 99, 18, 36]",en,2.647,7.1,13.0,2016-04-07,2016.0,4.0
The Mobfathers,,,,,"[80, 18]",cn,2.6460000000000004,6.2,15.0,2016-05-21,2016.0,5.0
Vincent N Roxxy,,,,,"[18, 80, 53]",en,2.642,5.5,44.0,2016-04-18,2016.0,4.0
Nina,,,,,"[18, 10402]",en,2.641,5.4,48.0,2016-04-22,2016.0,4.0
Everlasting,,,,,"[80, 18, 53, 9648, 10749]",en,2.634,6.7,10.0,2016-02-13,2016.0,2.0
"The Swan Princess: Princess Tomorrow, Pirate Today!",,,,,"[16, 35, 10751, 12]",en,2.631,6.0,12.0,2016-09-06,2016.0,9.0
Little Boxes,,,,,"[35, 18]",en,2.63,6.6,26.0,2017-04-14,2017.0,4.0
Officer Downe,,,,,"[28, 35, 878]",en,2.6210000000000004,4.5,32.0,2016-11-18,2016.0,11.0
Lost & Found,,,,,"[12, 10751, 9648]",en,2.614,5.3,35.0,2016-02-22,2016.0,2.0
Ice Guardians,,,,,[99],en,2.611,7.8,13.0,2016-10-28,2016.0,10.0
The Sweet Life,,,,,"[10749, 18, 35]",en,2.599,7.1,22.0,2016-06-07,2016.0,6.0
Little Dead Rotting Hood,,,,,"[14, 27, 10749]",en,2.5980000000000003,3.8,39.0,2016-01-05,2016.0,1.0
Mind Blown,,,,,"[28, 53, 878]",en,2.597,3.7,13.0,2016-01-01,2016.0,1.0
Ditch Day Massacre,,,,,[27],en,2.587,4.6,7.0,2016-09-01,2016.0,9.0
Gimme Danger,,,,,"[10402, 99]",en,2.5810000000000004,7.0,52.0,2016-10-28,2016.0,10.0
Killer App,,,,,[53],en,2.58,3.6,36.0,2016-11-01,2016.0,11.0
